agent_name,seed,episode,cumulative_reward,scenario_name,expected_profit,default_rate,approval_rate,log_type,metadata
dqn,37,3,65017.36805274198,noise,,,,,{'total_steps': 104}
dqn,37,4,112567.3617229547,split_policy_dynamics,,,,,{'total_steps': 130}
dqn,37,5,1218.6253563143546,base_market,,,,,{'total_steps': 156}
dqn,37,6,-40184.7410322293,drift,,,,,{'total_steps': 182}
dqn,37,7,-134673.10438909126,adverse_stress,,,,,{'total_steps': 208}
dqn,37,8,9257.879392829458,class_imbalance_shift,,,,,{'total_steps': 234}
dqn,37,9,141746.2868513511,noise,,,,,{'total_steps': 260}
dqn,37,10,31680.353174377917,split_policy_dynamics,,,,,{'total_steps': 286}
dqn,37,11,46824.57909293714,base_market,,,,,{'total_steps': 312}
double_dqn,37,validation,203780.74658278888,base_market,167530.6256275547,0.10887906789875453,0.40870279146141214,validation,
double_dqn,37,0,-157010.41094444838,drift,,,,,{'total_steps': 26}
double_dqn,37,1,-449833.340892451,adverse_stress,,,,,{'total_steps': 52}
double_dqn,37,2,-53652.3242880685,class_imbalance_shift,,,,,{'total_steps': 78}
double_dqn,37,3,37261.411434351285,noise,,,,,{'total_steps': 104}
double_dqn,37,4,-64965.21630811591,split_policy_dynamics,,,,,{'total_steps': 130}
double_dqn,37,5,13946.862933880493,base_market,,,,,{'total_steps': 156}
double_dqn,37,6,-64624.100207128766,drift,,,,,{'total_steps': 182}
double_dqn,37,7,-254268.3799615485,adverse_stress,,,,,{'total_steps': 208}
double_dqn,37,8,7850.467280987068,class_imbalance_shift,,,,,{'total_steps': 234}
double_dqn,37,9,194536.34766027192,noise,,,,,{'total_steps': 260}
double_dqn,37,10,201863.66043723244,split_policy_dynamics,,,,,{'total_steps': 286}
double_dqn,37,11,93308.78343109795,base_market,,,,,{'total_steps': 312}
ppo,37,validation,120276.59441271423,base_market,107107.31753067684,0.14046538024971622,0.5786535303776683,validation,
sac,37,validation,-243453.80239763687,base_market,-181849.40791175218,0.19878757261934832,0.6500821018062397,validation,
